Date,Open,High,Low,Close,Adj Close,Volume
09-09-2021,2427.899902,2437.850098,2416.100098,2425.600098,2418.319092,4136538
13-09-2021,2433,2433,2368.050049,2371.550049,2364.431396,7527598
14-09-2021,2375,2394,2366,2368.449951,2361.340576,4111205
15-09-2021,2368.5,2395.75,2368.5,2378.300049,2371.161133,4186300
16-09-2021,2381.550049,2436.75,2367,2428.199951,2420.911133,6206657
17-09-2021,2446,2455.850098,2375.600098,2390.550049,2383.374268,16098099
20-09-2021,2372.100098,2418.350098,2370,2394.350098,2387.163086,5436385
21-09-2021,2405,2416.600098,2384,2404.699951,2397.481689,4576111
22-09-2021,2408,2442,2398.25,2430.5,2423.204346,5074612
23-09-2021,2447.399902,2497,2445.5,2489.899902,2482.426025,7267883
24-09-2021,2503.550049,2505.449951,2472,2482.699951,2475.247559,7011181
27-09-2021,2487,2529.899902,2475.300049,2524.449951,2516.872314,7095022
28-09-2021,2534,2564.899902,2512.800049,2548.050049,2540.401611,8323269
29-09-2021,2570,2570,2520.050049,2527.850098,2520.262207,4485721
30-09-2021,2525,2534.600098,2500.350098,2519.25,2511.687988,6272085
01-10-2021,2501.949951,2539.800049,2495,2523.699951,2516.124512,4134544
04-10-2021,2553,2574.850098,2537.050049,2556.149902,2548.477051,5038910
05-10-2021,2555.100098,2612,2547.350098,2609.199951,2601.36792,6245770
06-10-2021,2619.949951,2619.949951,2551.100098,2559.850098,2552.16626,4734472
07-10-2021,2595,2598.75,2567.699951,2572.399902,2564.678467,2924370
08-10-2021,2585.25,2684.399902,2581.5,2671.25,2663.231689,7279003
11-10-2021,2701.399902,2720,2645.350098,2652.649902,2644.6875,6815737
12-10-2021,2645,2683,2641.25,2667.800049,2659.792236,3083747
13-10-2021,2679,2719.5,2669.300049,2694.949951,2686.860596,4596429
14-10-2021,2700.350098,2717.449951,2687.199951,2700.399902,2692.294189,3979730
18-10-2021,2668.600098,2745,2662.300049,2707.600098,2699.472656,6273850
19-10-2021,2723.800049,2751.350098,2708,2731.850098,2723.649902,4076617
20-10-2021,2742.75,2742.75,2691.5,2700.399902,2692.294189,5865926
21-10-2021,2727.399902,2728,2603.199951,2622.5,2614.628174,9613812
22-10-2021,2620,2664.899902,2611.5,2627.399902,2619.513184,5089178
25-10-2021,2680,2680,2570,2601.800049,2593.990234,7937067
26-10-2021,2617.100098,2668.899902,2603.149902,2661.050049,2653.0625,4499706
27-10-2021,2652,2676.800049,2619.949951,2627.399902,2619.513184,4567140
28-10-2021,2620,2637.949951,2590.5,2598.600098,2590.799805,4562471
29-10-2021,2596.149902,2596.149902,2501.699951,2536.25,2528.636963,6568539
01-11-2021,2536.25,2556,2494.100098,2537.800049,2530.182373,7144532
02-11-2021,2545,2548,2495.25,2500.800049,2493.293457,4877652
03-11-2021,2506.050049,2520,2461,2483.600098,2476.14502,5533120
04-11-2021,2492.949951,2504.899902,2490,2498.850098,2491.349365,787160
08-11-2021,2519.399902,2520,2456.399902,2501.949951,2494.439941,9385607
09-11-2021,2505,2528.899902,2487.050049,2521.699951,2514.130615,7237470
10-11-2021,2516.699951,2558,2503.649902,2549.899902,2542.24585,4731975
11-11-2021,2540.050049,2570.5,2535.550049,2554.550049,2546.88208,4948422
12-11-2021,2562.899902,2598.75,2557,2593.100098,2585.316406,4020744
15-11-2021,2600,2602.199951,2570,2577.800049,2570.062256,2216708
16-11-2021,2572.050049,2575,2495,2517.899902,2510.342041,5232292
17-11-2021,2498.949951,2498.949951,2461,2464,2456.60376,4708235
18-11-2021,2460,2489,2450.050049,2473.300049,2465.875977,3925345
22-11-2021,2436.100098,2449,2351,2363.75,2356.654785,11133364
23-11-2021,2333.050049,2401.25,2309,2385.850098,2378.688477,11688406
24-11-2021,2380,2409.899902,2343.550049,2351.399902,2344.341797,7762564
25-11-2021,2373,2502,2357.149902,2492.949951,2485.466797,19568487
26-11-2021,2467.800049,2477.600098,2401.5,2412.600098,2405.358154,7274686
29-11-2021,2439.100098,2500,2399.100098,2441.5,2434.171387,11226147
30-11-2021,2468,2475.899902,2388.850098,2405.399902,2398.179688,14847511
01-12-2021,2433,2474,2425.100098,2467,2459.594727,4663276
02-12-2021,2469.699951,2496.199951,2461.600098,2482.850098,2475.397461,5870468
03-12-2021,2498.399902,2498.5,2400,2408.25,2401.02124,8871172
06-12-2021,2416,2425,2357.149902,2362.600098,2355.508301,4768334
07-12-2021,2376.149902,2404,2360,2381.850098,2374.700439,5185007
08-12-2021,2424.100098,2431.800049,2406.300049,2418.100098,2410.841797,4035437
09-12-2021,2435,2474.899902,2425,2456.449951,2449.076416,6098050
10-12-2021,2440.25,2466,2430.350098,2458.949951,2451.568848,3860176
13-12-2021,2473.5,2474.100098,2404,2409.649902,2402.416992,5954148
14-12-2021,2380,2406,2373.399902,2380.149902,2373.005371,5995586
15-12-2021,2384,2405,2361.100098,2373.199951,2366.076416,4322855
16-12-2021,2405.699951,2415.5,2368.649902,2403.899902,2396.684082,4504829
17-12-2021,2398.050049,2408,2320,2340.449951,2333.424561,9714489
20-12-2021,2317.850098,2317.850098,2247.100098,2277.350098,2270.51416,6611376
21-12-2021,2311.350098,2346,2292.199951,2311.25,2304.312256,5924071
22-12-2021,2324.899902,2371.899902,2322,2366.100098,2358.997803,8149415
23-12-2021,2374,2380,2358.050049,2365.25,2358.150146,4186912
24-12-2021,2370,2392,2337.550049,2372.800049,2365.677734,3639616
27-12-2021,2361.550049,2378,2348.100098,2370.25,2363.135254,1853948
28-12-2021,2375.600098,2404.850098,2373.050049,2398.399902,2391.200684,2941883
29-12-2021,2391,2419,2382.100098,2402.5,2395.28833,7118779
30-12-2021,2400,2404.949951,2345.600098,2359.100098,2352.018799,13537254
31-12-2021,2373,2383.899902,2360,2368.149902,2361.041504,4373768
03-01-2022,2365,2407.949951,2363.550049,2403.850098,2396.634521,2502073
04-01-2022,2415.899902,2461,2404,2458.100098,2450.72168,5006225
05-01-2022,2462,2477,2432.949951,2469.600098,2462.187012,5373618
06-01-2022,2451.199951,2454,2409,2416.5,2409.246338,6667483
07-01-2022,2430.949951,2458.050049,2411.550049,2436,2428.687988,6051239
10-01-2022,2452,2457,2416.050049,2438,2430.681885,4267365
11-01-2022,2436,2474.949951,2435,2455.550049,2448.179199,7478681
12-01-2022,2471.300049,2524.949951,2465,2521.100098,2513.532471,6830402
13-01-2022,2521.25,2541,2508.399902,2535.300049,2527.689941,5471871
14-01-2022,2535,2567.300049,2525.850098,2539,2531.378662,9197773
17-01-2022,2538,2565,2537,2552.25,2544.588867,3708822
18-01-2022,2554.75,2562.350098,2515.75,2521.800049,2514.230469,2868235
19-01-2022,2530,2542,2509,2521.600098,2514.031006,4502155
20-01-2022,2500.050049,2509.949951,2455,2477.449951,2470.013428,7612203
21-01-2022,2452,2502.25,2452,2477.850098,2470.412354,6155759
24-01-2022,2475,2504.75,2355.100098,2377.899902,2370.762207,10092511
25-01-2022,2349.550049,2388.649902,2305,2373.25,2366.126221,11311456
27-01-2022,2336,2356.100098,2311.050049,2338.100098,2331.081787,9239426
28-01-2022,2365,2375.899902,2328.399902,2335.850098,2328.838623,6769154
31-01-2022,2360.199951,2406.399902,2356.199951,2386.600098,2379.436279,5604308
01-02-2022,2408,2420.600098,2347.100098,2378.699951,2371.559814,6092033
02-02-2022,2407,2407,2375.100098,2383.550049,2376.395264,4623163
03-02-2022,2392,2401.449951,2347.199951,2352.75,2345.687744,4417864
04-02-2022,2341,2348.449951,2321.100098,2331.300049,2324.302246,5104761
07-02-2022,2342,2356.800049,2305,2317.100098,2310.144775,4944725
08-02-2022,2330.649902,2360,2310,2356.050049,2348.978027,5566080
09-02-2022,2371.149902,2387.199951,2358,2383.5,2376.345459,5300891
10-02-2022,2395.699951,2395.699951,2365.100098,2381.050049,2373.902832,5752361
11-02-2022,2373.25,2384.5,2344.100098,2376.399902,2369.266602,7357863
14-02-2022,2340.25,2354.949951,2313,2338.550049,2331.530518,4947109
15-02-2022,2351.199951,2423.899902,2335.699951,2417.949951,2410.691895,5174646
16-02-2022,2430,2433,2395.949951,2412.949951,2405.707031,4796294
17-02-2022,2420.100098,2454.899902,2410,2443.5,2436.165283,5931774
18-02-2022,2444.399902,2456.399902,2420.149902,2424.399902,2417.122559,3126873
21-02-2022,2412,2437.5,2384.600098,2399.899902,2392.696045,5125968
22-02-2022,2352.899902,2395.899902,2347.149902,2389,2381.828857,6227901
23-02-2022,2401.100098,2406.550049,2368,2374.050049,2366.923828,3373615
24-02-2022,2305,2339.899902,2243.399902,2255.75,2248.979004,11466725
25-02-2022,2280.100098,2307.949951,2276.25,2283.949951,2277.094238,6724094
28-02-2022,2243,2367.350098,2243,2359.550049,2352.467529,9828768
02-03-2022,2334.449951,2401,2329.199951,2398.550049,2391.350342,9909226
03-03-2022,2400,2414.850098,2370.050049,2378.300049,2371.161133,4701183
04-03-2022,2353,2364.300049,2320.350098,2325.550049,2318.56958,4986814
07-03-2022,2278.699951,2312.100098,2222,2239.550049,2232.827637,8299295
08-03-2022,2211.5,2246,2180,2235.5,2228.789795,9825043
09-03-2022,2236,2367,2234.149902,2354.100098,2347.033936,9421163
10-03-2022,2400,2405,2360,2392.25,2385.069092,8297995
11-03-2022,2376.050049,2411,2376.050049,2399.149902,2391.948486,5656799
14-03-2022,2386.899902,2424.399902,2374,2418.850098,2411.589355,3849222
15-03-2022,2427.949951,2427.949951,2340.850098,2363.449951,2356.355713,7349740
16-03-2022,2382,2407.899902,2377.100098,2403.350098,2396.135986,5145644
17-03-2022,2432.75,2497.399902,2415.100098,2481.699951,2474.250732,9886295
21-03-2022,2444,2484,2439,2467.399902,2459.993652,5537752
22-03-2022,2460.100098,2534.949951,2453.600098,2531.149902,2523.552246,10410082
23-03-2022,2523,2564.850098,2523,2539.199951,2531.578125,7135797
24-03-2022,2510,2584.149902,2510,2578.649902,2570.909668,6077153
25-03-2022,2582.5,2616,2577,2595.850098,2588.058105,6563676
28-03-2022,2610,2629.75,2586.5,2621.949951,2614.07959,4564891
29-03-2022,2638,2638,2607.399902,2622.550049,2614.677979,4007695
30-03-2022,2639.899902,2688,2617.100098,2672.949951,2664.926514,7297028
31-03-2022,2664.949951,2669.699951,2628.600098,2634.75,2626.841309,6102744
01-04-2022,2636,2665.149902,2622,2655.850098,2647.878174,3656408
04-04-2022,2655.449951,2675,2641.649902,2663.699951,2655.704346,3659307
05-04-2022,2651.100098,2669.899902,2620.699951,2626.050049,2618.16748,6068663
06-04-2022,2587.100098,2634.5,2587.100098,2619.050049,2611.188477,5656703
07-04-2022,2595.100098,2606,2567,2572.850098,2565.127197,7151632
08-04-2022,2560,2625,2560,2615.649902,2607.798584,6992874
11-04-2022,2600,2638.550049,2583,2610.199951,2602.36499,4270816
12-04-2022,2587,2602.600098,2555.399902,2561.050049,2553.362549,6099986
13-04-2022,2574.5,2592.600098,2545.5,2551.649902,2543.990723,4778478
18-04-2022,2533,2559.800049,2521.800049,2543.850098,2536.214355,4603103
19-04-2022,2558,2668,2551.050049,2640.800049,2632.873291,12064446
20-04-2022,2657.100098,2734,2649.100098,2718.449951,2710.290039,11570835
21-04-2022,2750.899902,2789,2732,2782.100098,2773.749023,10018531
22-04-2022,2758.899902,2802,2744.199951,2758.800049,2750.519043,6947490
25-04-2022,2742.399902,2758.399902,2663.649902,2695,2686.9104,7874671
26-04-2022,2710,2795,2707.699951,2775.649902,2767.318359,5643066
27-04-2022,2755.850098,2828,2755.050049,2778.350098,2770.010254,8924920
28-04-2022,2809.949951,2851,2786.100098,2819.850098,2811.385742,11820892
29-04-2022,2856.149902,2856.149902,2777.300049,2790.25,2781.874512,8406156
02-05-2022,2762,2805.5,2758.050049,2780.449951,2772.104004,4369022
04-05-2022,2785,2790,2676.300049,2693.649902,2685.564453,8882792
05-05-2022,2723.5,2730,2632,2640.899902,2632.972656,7942721
06-05-2022,2612.199951,2659,2593.550049,2620.649902,2612.783447,9068448
09-05-2022,2574.949951,2597.100098,2507,2518.300049,2510.740967,8345649
10-05-2022,2495,2526.600098,2458,2474.649902,2467.22168,9004636
11-05-2022,2472.649902,2484.949951,2421.949951,2449.300049,2441.947998,7681157
12-05-2022,2427.5,2434.850098,2370,2399.399902,2392.197754,9456280
13-05-2022,2426,2478,2415.350098,2426.600098,2419.316162,8910998
16-05-2022,2434.449951,2481,2416.649902,2427.199951,2419.914307,6201594
17-05-2022,2435.100098,2539.899902,2432,2529.149902,2521.558105,7638666
18-05-2022,2539.649902,2570,2508.25,2538.350098,2530.730713,7973235
19-05-2022,2484,2512.5,2466.050049,2479.850098,2472.40625,6783641
20-05-2022,2512.5,2644.399902,2502,2624.449951,2616.572266,10057508
23-05-2022,2631.5,2653.550049,2593,2606.899902,2599.074707,7039144
24-05-2022,2607,2638,2597.699951,2615.850098,2607.998047,6243086
25-05-2022,2635,2656.699951,2601.5,2612,2604.159668,5867760
26-05-2022,2624.399902,2634.899902,2548,2587.100098,2579.334473,8252551
27-05-2022,2593.050049,2605.149902,2540.100098,2575.100098,2567.370361,7624888
30-05-2022,2615,2674,2594.199951,2664.800049,2656.801025,6393341
31-05-2022,2641.399902,2678.800049,2615.699951,2632.649902,2624.747559,32591420
01-06-2022,2634.300049,2655.199951,2616.199951,2633.5,2625.594971,4512079
02-06-2022,2634,2732.449951,2634,2724.300049,2716.122559,10211408
03-06-2022,2744,2817.350098,2742,2779.5,2771.156738,11048210
06-06-2022,2780,2814,2751.800049,2767.550049,2759.242676,5119488
07-06-2022,2769.899902,2791.100098,2752.050049,2772.75,2764.427002,5703333
08-06-2022,2772.75,2781,2716.300049,2724.050049,2715.873291,5759172
09-06-2022,2710,2803,2710,2798.75,2790.349121,7973935
10-06-2022,2771.899902,2789.899902,2701.5,2714.25,2706.102783,8349943
13-06-2022,2650,2672.800049,2616.300049,2662.899902,2654.906738,8131998
14-06-2022,2650.050049,2671.850098,2613.449951,2628.100098,2620.211426,6790653
15-06-2022,2617.550049,2637.300049,2584.399902,2596.300049,2588.506836,5166738
16-06-2022,2623,2659.050049,2554,2560,2552.315674,7896943
17-06-2022,2560,2624.850098,2556.100098,2590,2582.225586,11286988
20-06-2022,2605,2617.100098,2521.100098,2543.050049,2535.416504,5568825
21-06-2022,2560,2593.399902,2528.300049,2584.100098,2576.343506,5408801
22-06-2022,2558.100098,2558.300049,2501,2505.600098,2498.079102,4899839
23-06-2022,2515.050049,2525,2445,2464.949951,2457.551025,8974475
24-06-2022,2480,2511,2468,2500.050049,2492.545654,6571866
27-06-2022,2544.949951,2544.949951,2481.550049,2492.649902,2485.167725,7141493
28-06-2022,2482.100098,2533.949951,2482.100098,2527.699951,2520.112549,6263867
29-06-2022,2507.199951,2597,2501,2580.149902,2572.405029,8863172
30-06-2022,2580,2615.899902,2566,2595.649902,2587.858643,10666627
01-07-2022,2574.899902,2592,2365,2408.699951,2401.469727,37841671
04-07-2022,2378.949951,2442,2366.100098,2413.699951,2406.454834,19317335
05-07-2022,2423,2464.899902,2417.100098,2433.25,2425.946045,8144239
06-07-2022,2420.100098,2441.949951,2388,2411.850098,2404.610352,11050026
07-07-2022,2425.899902,2433.25,2375,2388.100098,2380.931641,10753423
08-07-2022,2418,2418,2382.550049,2391.399902,2384.22168,8773162
11-07-2022,2376.5,2428.800049,2370,2423.899902,2416.624023,6390604
12-07-2022,2404,2439.699951,2404,2420.449951,2413.18457,4974502
13-07-2022,2427.300049,2434,2373,2377.550049,2370.41333,6564435
14-07-2022,2388,2433.949951,2376.949951,2397.149902,2389.954346,7831798
15-07-2022,2415,2415,2383.100098,2401.800049,2394.590576,4431880
18-07-2022,2421,2425,2392.300049,2422.25,2414.979248,6996757
19-07-2022,2400.300049,2447,2400.300049,2437.100098,2429.784668,7587006
20-07-2022,2540,2542.5,2486.25,2503,2495.486816,11041036
21-07-2022,2494,2500,2467.300049,2486.300049,2478.836914,7625468
22-07-2022,2500,2516.300049,2495,2503.100098,2495.58667,5062651
25-07-2022,2467.449951,2467.449951,2403,2420.399902,2413.134521,10665470
26-07-2022,2421.100098,2443.899902,2411.350098,2421.5,2414.231445,5216466
27-07-2022,2419.949951,2427,2402,2419.199951,2411.938232,3994321
28-07-2022,2436,2467.949951,2421,2457.100098,2449.724609,5766936
29-07-2022,2474.699951,2517.100098,2464,2509.449951,2501.91748,6982808
01-08-2022,2519.149902,2587.75,2507.600098,2574.850098,2567.121094,7245568
02-08-2022,2572.5,2607.800049,2561.550049,2584.649902,2576.891602,6423115
03-08-2022,2600,2610,2567.449951,2606.350098,2598.526611,6576824
04-08-2022,2610,2617.75,2535,2571.899902,2564.179932,6676577
05-08-2022,2576,2578.800049,2526.949951,2534,2526.393799,6434433
08-08-2022,2531,2583.550049,2531,2567.149902,2559.444092,4691228
10-08-2022,2576.899902,2589.899902,2557.050049,2582.5,2574.748047,4949442
11-08-2022,2603.100098,2609.899902,2580.199951,2591.100098,2583.32251,3783480
12-08-2022,2590.300049,2641.350098,2582.199951,2633,2625.096436,5838244
16-08-2022,2646.199951,2657.300049,2627.300049,2651.300049,2643.341553,3049304
17-08-2022,2665,2676.899902,2655.550049,2665.149902,2657.149902,3044037
18-08-2022,2660,2669,2640.199951,2661.300049,2661.300049,3419730
19-08-2022,2650,2661.699951,2604.949951,2613.850098,2613.850098,4366123
22-08-2022,2617,2631.300049,2586,2606.600098,2606.600098,4371179
23-08-2022,2594,2653.199951,2591.350098,2646.800049,2646.800049,4466619
24-08-2022,2640.100098,2670,2635.350098,2639.75,2639.75,4785579
25-08-2022,2648.949951,2662.899902,2622.600098,2632.050049,2632.050049,3632902
26-08-2022,2633,2650,2607,2618,2618,4957449
29-08-2022,2585,2655,2578.050049,2597.649902,2597.649902,9155684
30-08-2022,2614,2645.25,2576.600098,2637.949951,2637.949951,10678670
01-09-2022,2582.649902,2604.949951,2550.699951,2560.399902,2560.399902,9188434
02-09-2022,2560.399902,2575.350098,2525.699951,2530.5,2530.5,5999196
05-09-2022,2531,2581.5,2531,2569.800049,2569.800049,5227785
06-09-2022,2573,2606,2572,2596.850098,2596.850098,5030172
07-09-2022,2575,2594.899902,2570,2581.75,2581.75,3455942
08-09-2022,2588.25,2598,2571,2585.399902,2585.399902,3256840
09-09-2022,2610,2610,2564,2569.300049,2569.300049,3837302
12-09-2022,2570.550049,2612,2570.550049,2598.050049,2598.050049,3431445
13-09-2022,2618,2629.699951,2601,2619.75,2619.75,4102114
14-09-2022,2575,2610,2572.75,2588.350098,2588.350098,4004997
15-09-2022,2583,2603.550049,2556.75,2562.699951,2562.699951,4783723
16-09-2022,2543.75,2553,2491,2499.199951,2499.199951,9330469
19-09-2022,2499.199951,2522.699951,2481.350098,2502.449951,2502.449951,3498286
20-09-2022,2522.449951,2537.699951,2494.699951,2502.850098,2502.850098,3881882
21-09-2022,2496.75,2533,2495,2509.75,2509.75,4249172
22-09-2022,2486,2503,2472.100098,2486.100098,2486.100098,4757219
23-09-2022,2485,2495.949951,2436.100098,2439.5,2439.5,4397194
26-09-2022,2394.050049,2417.800049,2375.149902,2377.350098,2377.350098,5759298
27-09-2022,2394,2426,2360.100098,2396.25,2396.25,7455448
28-09-2022,2360.350098,2378,2327.100098,2332.449951,2332.449951,7844140
29-09-2022,2360,2367.5,2313,2325.300049,2325.300049,6771046
30-09-2022,2311,2402,2311,2377.75,2377.75,8589908
03-10-2022,2391.5,2416.949951,2363,2369.5,2369.5,5470030
04-10-2022,2397.800049,2418,2390.149902,2413.199951,2413.199951,4129893
06-10-2022,2429,2450,2418.149902,2422.100098,2422.100098,6162021
07-10-2022,2414.649902,2443.899902,2414.649902,2432.350098,2432.350098,3560167
